id,diseaseIds,isInMembrane,locations_clean
ENSG00000101200,['MONDO_0007254'],0,Secreted
ENSG00000134538,['MONDO_0007254'],1,"Basolateral cell membrane,Basal cell membrane,Plasma membrane"
ENSG00000107164,['MONDO_0007254'],0,"Nucleus,Nucleoplasm,Cytosol"
ENSG00000112280,['MONDO_0007254'],0,Secreted
ENSG00000100146,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Mitochondrion outer membrane,Nucleoplasm"
ENSG00000100604,['MONDO_0007254'],0,"[Serpinin]: Secreted,Cytoplasmic vesicle,Secreted,Vesicles"
ENSG00000169242,['MONDO_0007254'],1,"Cell membrane,[Ephrin-A1, secreted form]: Secreted"
ENSG00000197323,['MONDO_0007254'],0,"Nucleus,Vesicles,Nucleoplasm"
ENSG00000214078,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Cell membrane,Nuclear membrane,Nucleoplasm"
ENSG00000102683,['MONDO_0007254'],1,"Cell membrane,Cytoplasm"
ENSG00000102879,['MONDO_0007254'],0,"Cytoplasm,Cytoplasmic vesicle,Cytosol"
ENSG00000171310,['MONDO_0007254'],0,"Golgi apparatus membrane,Golgi apparatus"
ENSG00000127838,['MONDO_0007254'],0,"[Isoform 1]: Membrane,[Isoform 2]: Cytoplasm,Nucleus,[Isoform 3]: Mitochondrion,Mitochondria"
ENSG00000092208,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Nuclear bodies,Nucleoplasm,Nucleoli"
ENSG00000169241,['MONDO_0007254'],1,"Golgi apparatus membrane,Cell membrane"
ENSG00000133818,['MONDO_0007254'],0,"Cell membrane,Golgi apparatus membrane,Cytosol,Nucleoplasm"
ENSG00000105650,['MONDO_0007254'],0,"Cell projection,Centrosome,Cytosol,Midbody ring"
ENSG00000102316,['MONDO_0007254'],0,"Cytosol,Nucleoli,Nucleoplasm"
ENSG00000203805,['MONDO_0007254'],0,"Membrane,Nucleoli,Nucleoli rim,Nucleoplasm"
ENSG00000175216,['MONDO_0007254'],1,"Cytoplasm,Chromosome,Centrosome,Plasma membrane,Nucleoli,Nucleoli rim"
ENSG00000125618,['MONDO_0007254'],0,"Nucleus,Nucleoplasm"
ENSG00000123983,['MONDO_0007254'],0,"Mitochondrion outer membrane,Peroxisome membrane,Endoplasmic reticulum membrane,Nucleoli,Nucleoli rim,Lipid droplets"
ENSG00000102981,['MONDO_0007254'],0,"Cytoplasm,Cell membrane,Cell projection,Cell junction,Actin filaments,Cell Junctions,Cytosol"
ENSG00000143924,['MONDO_0007254' 'MONDO_0007254'],0,"Cytoplasm,Midbody,Microtubules,Cytosol"
ENSG00000136167,['MONDO_0007254'],1,"Cytoplasm,Cell junction,Cell projection,Plasma membrane,Actin filaments,Cytosol"
ENSG00000169567,['MONDO_0007254'],1,"Cytoplasm,Nucleus,Cytosol,Nucleoplasm,Plasma membrane"
ENSG00000140459,['MONDO_0007254'],0,Mitochondrion inner membrane
ENSG00000186834,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Nucleoplasm,Vesicles"
ENSG00000197561,['MONDO_0007254'],0,Cytoplasmic vesicle
ENSG00000085063,['MONDO_0007254'],0,"Cell membrane,Secreted,Golgi apparatus,Vesicles"
ENSG00000143185,['MONDO_0007254'],0,Secreted
ENSG00000105509,['MONDO_0007254'],1,"Membrane,Plasma membrane,Nucleoplasm"
ENSG00000095777,['MONDO_0007254'],1,"Cytoplasm,Cell projection,Actin filaments,Cytoplasmic bodies,Plasma membrane"
ENSG00000180530,['MONDO_0007254' 'MONDO_0007254'],0,"Nucleus,Nucleoli,Nucleoplasm,Cytosol"
ENSG00000095794,['MONDO_0007254'],0,"Nucleus,[Isoform 6]: Cytoplasm,Nucleoplasm,Vesicles"
ENSG00000119772,['MONDO_0007254' 'MONDO_0007254'],0,"Nucleus,Chromosome,Cytoplasm,Nucleoplasm"
ENSG00000064225,['MONDO_0007254'],0,Golgi apparatus membrane
ENSG00000031081,['MONDO_0007254'],0,"Cell projection,Cell junction"
ENSG00000143369,['MONDO_0007254'],0,"Secreted,Cytosol,Nucleoplasm,Predicted to be secreted"
ENSG00000162849,['MONDO_0007254'],1,"Cytoplasm,Microtubules,Plasma membrane"
ENSG00000077463,['MONDO_0007254'],0,"Nucleus,Chromosome,Endoplasmic reticulum,Nucleoplasm,Vesicles"
ENSG00000100519,['MONDO_0007254'],1,"Cytoplasm,Cytosol,Nucleoplasm,Plasma membrane"
ENSG00000196754,['MONDO_0007254'],1,"Cytosol,Nucleoplasm,Nucleoli,Plasma membrane"
ENSG00000006451,['MONDO_0007254'],1,"Cell membrane,Cleavage furrow,Midbody,Mitochondrion,Plasma membrane,Focal adhesion sites"
ENSG00000070031,['MONDO_0007254'],0,Secreted
ENSG00000111716,['MONDO_0007254'],0,"Cytoplasm,Mitochondrion inner membrane,Cytosol"
ENSG00000164749,['MONDO_0007254'],0,"Nucleus,Nucleoplasm,Cytokinetic bridge,Cytosol,Mitotic spindle"
ENSG00000135454,['MONDO_0007254'],0,Golgi apparatus membrane
ENSG00000151779,['MONDO_0007254'],0,"Cytoplasm,Endoplasmic reticulum,Endoplasmic reticulum membrane,Golgi apparatus,Nuclear membrane,Nucleoli"
ENSG00000116030,['MONDO_0007254'],0,"Nucleus membrane,Nucleus speckle,Cytoplasm,Nucleus,Cell membrane,Nuclear membrane,Nucleoplasm,Nuclear bodies,Nucleoli"
ENSG00000240065,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Cytosol"
ENSG00000137868,['MONDO_0007254'],1,Cell membrane
ENSG00000110435,['MONDO_0007254'],1,"Mitochondrion matrix,Nucleoplasm,Plasma membrane,Mitochondria"
ENSG00000111181,['MONDO_0007254'],0,"Membrane,Vesicles"
ENSG00000114547,['MONDO_0007254'],0,Cell projection
ENSG00000135447,['MONDO_0007254'],,No location data
ENSG00000108423,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Cell projection,Cytosol,Nucleoplasm"
ENSG00000051382,['MONDO_0007254' 'MONDO_0007254'],0,"Cytoplasm,Nucleus,Nucleoplasm,Midbody,Nucleoli"
ENSG00000101079,['MONDO_0007254'],0,"Cytosol,Vesicles"
ENSG00000144848,['MONDO_0007254'],1,"Cytoplasm,Cytosol,Plasma membrane"
ENSG00000151692,['MONDO_0007254'],0,"Cell membrane,Cytoplasmic vesicle membrane,Vesicles"
ENSG00000166266,['MONDO_0007254'],0,"Nucleus,Cytosol,Golgi apparatus"
ENSG00000049246,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Cytosol"
ENSG00000125931,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Nucleoplasm,Cytosol"
ENSG00000066405,['MONDO_0007254'],0,"Cell junction,Cell membrane,[Isoform A1]: Cell junction,[Isoform A2]: Cell junction,Lateral cell membrane,Cell Junctions"
ENSG00000115353,['MONDO_0007254' 'MONDO_0007254'],1,Cell membrane
ENSG00000104432,['MONDO_0007254'],0,Secreted
ENSG00000171885,['MONDO_0007254' 'MONDO_0007254'],1,"Cell membrane,Basolateral cell membrane,Endosome membrane,Cell projection,Plasma membrane,Cell Junctions"
ENSG00000145623,['MONDO_0007254'],0,"Membrane,Nucleoli"
ENSG00000203867,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Golgi apparatus,Nucleoplasm,Cytokinetic bridge,Nucleoli"
ENSG00000070915,['MONDO_0007254'],1,"Cell membrane,Apical cell membrane"
ENSG00000133742,['MONDO_0007254'],0,Cytoplasm
ENSG00000117632,['MONDO_0007254'],0,"Cytoplasm,Cytosol"
ENSG00000145494,['MONDO_0007254' 'MONDO_0007254'],0,Mitochondrion inner membrane
ENSG00000136010,['MONDO_0007254'],0,"Mitochondrion,Mitochondria"
ENSG00000124490,['MONDO_0007254'],0,Secreted
ENSG00000122406,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Cytosol,Endoplasmic reticulum,Nucleoli,Nucleoli rim"
ENSG00000186529,['MONDO_0007254'],0,Endoplasmic reticulum membrane
ENSG00000182175,['MONDO_0007254'],0,"Cell membrane,Nucleoplasm,Cytosol,Predicted to be secreted"
ENSG00000166333,['MONDO_0007254'],0,"Cell junction,Cell membrane,Cell projection,Cytoplasm,Focal adhesion sites,Cytosol"
ENSG00000170248,['MONDO_0007254'],0,"Cytoplasm,Melanosome,Secreted,Cell junction,Midbody,Vesicles,Centrosome"
ENSG00000087586,['MONDO_0007254' 'MONDO_0007254'],0,"Cytoplasm,Cell projection,Basolateral cell membrane,Centrosome,Nucleoplasm,Cytosol,Mitotic spindle"
ENSG00000127585,['MONDO_0007254'],,No location data
ENSG00000196428,['MONDO_0007254'],0,Cytosol
ENSG00000174373,['MONDO_0007254'],0,"Cytoplasm,Cytosol,Mitochondria"
ENSG00000182179,['MONDO_0007254'],0,"Nucleoplasm,Vesicles,Cytosol"
ENSG00000168542,['MONDO_0007254'],0,"Secreted,Endoplasmic reticulum,Predicted to be secreted"
ENSG00000118777,['MONDO_0007254'],1,"Cell membrane,Mitochondrion membrane,Plasma membrane,Nucleoplasm"
ENSG00000125755,['MONDO_0007254'],1,"Cytoplasm,Cell junction,Cell membrane,Nucleus,Nucleoplasm,Cytosol,Plasma membrane"
ENSG00000244509,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Intermediate filaments"
ENSG00000147419,['MONDO_0007254'],0,"Cell membrane,Endomembrane system,Golgi apparatus,Nucleoplasm,Cytosol"
ENSG00000167653,['MONDO_0007254'],1,"Cell membrane,Plasma membrane"
ENSG00000153179,['MONDO_0007254'],1,"Cytoplasm,Cytosol,Plasma membrane"
ENSG00000141378,['MONDO_0007254'],0,"Mitochondrion outer membrane,Mitochondria"
ENSG00000112981,['MONDO_0007254'],0,"Cell projection,Cytoplasm,Nuclear bodies,Nucleoplasm"
ENSG00000107099,['MONDO_0007254'],1,"Cytoplasm,Cell membrane,Cell projection,Cytosol,Plasma membrane"
ENSG00000060688,['MONDO_0007254'],0,"Nucleus,Nuclear speckles"
ENSG00000065518,['MONDO_0007254'],0,"Mitochondrion inner membrane,Mitochondria,Nuclear membrane,Nucleoplasm"
ENSG00000160691,['MONDO_0007254'],0,"Cytoplasm,Cell junction,[Isoform p46Shc]: Mitochondrion matrix,[Isoform p66Shc]: Mitochondrion,Cytosol"
ENSG00000099331,['MONDO_0007254'],0,"Cytoplasm,Cytosol"
ENSG00000137440,['MONDO_0007254'],1,"Secreted,Cell membrane"
ENSG00000186318,['MONDO_0007254'],1,"Cell membrane,Golgi apparatus,Endoplasmic reticulum,Endosome,Cell surface,Cytoplasmic vesicle membrane,Membrane raft,Lysosome,Late endosome,Early endosome,Recycling endosome,Cell projection,Plasma membrane"
ENSG00000003400,['MONDO_0007254'],0,"Golgi apparatus,Vesicles"
ENSG00000077782,['MONDO_0007254' 'MONDO_0007254'],1,"Cell membrane,Nucleus,Cytoplasm,Cytoplasmic vesicle"
ENSG00000171793,['MONDO_0007254'],0,"Cytoplasm,Cytosol,Actin filaments"
ENSG00000018510,['MONDO_0007254'],0,"Peroxisome membrane,Peroxisome,Peroxisomes"
ENSG00000140525,['MONDO_0007254' 'MONDO_0007254'],0,"Nucleus,Cytoplasm,Nucleoplasm"
ENSG00000171914,['MONDO_0007254'],0,"Cytoplasm,Cell junction,Synapse,Cell membrane,Cytosol,Focal adhesion sites"
ENSG00000172845,['MONDO_0007254'],0,"Nucleus,Nucleoplasm,Cytosol"
ENSG00000151422,['MONDO_0007254'],0,"Cytoplasm,Cell membrane,Cell projection,Cell junction,Membrane,Nucleus,Cytosol"
ENSG00000128271,['MONDO_0007254'],1,Cell membrane
ENSG00000084444,['MONDO_0007254'],0,"Membrane,Cytoplasm,Endoplasmic reticulum"
ENSG00000156413,['MONDO_0007254'],0,"Golgi apparatus,Golgi apparatus,Predicted to be secreted"
ENSG00000025772,['MONDO_0007254'],0,"Cytoplasm,Mitochondrion outer membrane,Cytosol,Mitochondria,Vesicles"
ENSG00000213619,['MONDO_0007254' 'MONDO_0007254'],0,"Mitochondrion inner membrane,Mitochondria,Nuclear bodies"
ENSG00000164258,['MONDO_0007254'],0,"Mitochondrion inner membrane,Mitochondria"
ENSG00000142945,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Chromosome,Centrosome,Midbody,Nucleoplasm,Cytosol"
ENSG00000122585,['MONDO_0007254'],0,"Secreted,Cytoplasmic vesicle,Golgi apparatus,Predicted to be secreted"
ENSG00000164879,['MONDO_0007254'],0,Cytoplasm
ENSG00000138814,['MONDO_0007254'],0,"Cytoplasm,Cell membrane,Cell projection,Cytosol,Nucleoplasm"
ENSG00000171533,['MONDO_0007254'],1,"Cytoplasm,Golgi apparatus,Cell projection,Cytoplasmic vesicle,Plasma membrane"
ENSG00000163348,['MONDO_0007254'],1,"Nucleus,Nucleoplasm,Plasma membrane"
ENSG00000155495,['MONDO_0007254'],0,"Cytosol,Nucleoplasm"
ENSG00000172037,['MONDO_0007254'],0,"Secreted,Vesicles,Cytosol,Predicted to be secreted"
ENSG00000074842,['MONDO_0007254'],0,"Secreted,Endoplasmic reticulum,Golgi apparatus"
ENSG00000166068,['MONDO_0007254'],0,"Cell membrane,Membrane,Nucleoplasm"
ENSG00000125966,['MONDO_0007254'],1,"[Matrix metalloproteinase-24]: Cell membrane,Golgi apparatus,[Processed matrix metalloproteinase-24]: Secreted,Nucleoli,Plasma membrane,Predicted to be secreted"
ENSG00000080298,['MONDO_0007254'],0,"Nucleus,Nucleoplasm,Vesicles"
ENSG00000053254,['MONDO_0007254'],1,"Nucleus,Nucleoplasm,Plasma membrane"
ENSG00000054654,['MONDO_0007254'],0,"Nucleus outer membrane,Sarcoplasmic reticulum membrane,Cell membrane,Cytoplasm,Mitochondrion,Nucleus,[Isoform 8]: Cell junction,Intermediate filaments,Nuclear membrane"
ENSG00000064666,['MONDO_0007254'],0,Actin filaments
ENSG00000158186,['MONDO_0007254'],0,"Cell membrane,Cytosol,Vesicles"
ENSG00000186832,['MONDO_0007254'],0,Intermediate filaments
ENSG00000158106,['MONDO_0007254'],0,Nucleoplasm
ENSG00000184481,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Nuclear speckles,Cytosol"
ENSG00000108946,['MONDO_0007254'],0,"Cell membrane,Cytosol"
ENSG00000102195,['MONDO_0007254'],1,"Cell membrane,Plasma membrane,Nucleoplasm"
ENSG00000111537,['MONDO_0007254'],0,Secreted
ENSG00000213022,['MONDO_0007254'],0,Secreted
ENSG00000053900,['MONDO_0007254'],0,Nucleus
ENSG00000159197,['MONDO_0007254'],1,"Cell membrane,Apical cell membrane"
ENSG00000023228,['MONDO_0007254' 'MONDO_0007254'],0,"Mitochondrion inner membrane,Mitochondria"
ENSG00000066379,['MONDO_0007254'],0,"Nucleus,Nucleoli fibrillar center"
ENSG00000046604,['MONDO_0007254'],0,"Cell membrane,Cell junction,Cell Junctions"
ENSG00000171209,['MONDO_0007254'],0,Secreted
ENSG00000112902,['MONDO_0007254'],0,Membrane
ENSG00000204231,['MONDO_0007254' 'MONDO_0007254'],0,"Nucleus,Cytoplasm,Nucleoplasm,Cytosol,Nucleoli"
ENSG00000148180,['MONDO_0007254'],0,"[Isoform 2]: Cytoplasm,[Isoform 1]: Secreted,Actin filaments,Predicted to be secreted"
ENSG00000104728,['MONDO_0007254'],0,Nucleoplasm
ENSG00000160255,['MONDO_0007254'],1,"Cell membrane,Plasma membrane,Rods & Rings"
ENSG00000104805,['MONDO_0007254'],0,"Golgi apparatus,Cytoplasm,Secreted,Golgi apparatus,Microtubules,Predicted to be secreted"
ENSG00000135052,['MONDO_0007254'],0,"Golgi apparatus,Golgi apparatus"
ENSG00000108786,['MONDO_0007254'],0,"Cytoplasm,Cytosol"
ENSG00000186340,['MONDO_0007254'],1,"Plasma membrane,Cytosol,Nuclear speckles,Predicted to be secreted"
ENSG00000087303,['MONDO_0007254'],1,"Secreted,Plasma membrane,Predicted to be secreted"
ENSG00000198851,['MONDO_0007254' 'MONDO_0007254'],1,"Cell membrane,Endoplasmic reticulum,Plasma membrane,Golgi apparatus"
ENSG00000162595,['MONDO_0007254'],0,"Cell membrane,Cytosol,Nuclear membrane"
ENSG00000128654,['MONDO_0007254'],0,"Mitochondrion outer membrane,Mitochondrion,Mitochondria,Nucleoli"
ENSG00000134046,['MONDO_0007254'],0,"Nucleus,Chromosome,Nucleoplasm"
ENSG00000137944,['MONDO_0007254'],0,"Cytosol,Cytokinetic bridge,Nucleoli"
ENSG00000160007,['MONDO_0007254'],0,"Cytoplasm,Cell membrane,Nuclear bodies,Aggresome"
ENSG00000172995,['MONDO_0007254'],0,"Cytoplasm,Nucleoli,Cytosol"
ENSG00000100852,['MONDO_0007254'],0,"Cytoplasm,Cell membrane,Cytosol,Endoplasmic reticulum"
ENSG00000168329,['MONDO_0007254'],1,"Cell membrane,Plasma membrane"
ENSG00000069974,['MONDO_0007254'],0,"Membrane,Melanosome,Late endosome,Lysosome"
ENSG00000167207,['MONDO_0007254'],0,"Cell membrane,Basolateral cell membrane,Cytoplasm,Mitochondrion,[Isoform 3]: Cytoplasm,Cytosol,Golgi apparatus"
ENSG00000159763,['MONDO_0007254'],0,Secreted
ENSG00000162614,['MONDO_0007254'],1,"Cytoplasm,Cell junction,Actin filaments,Plasma membrane"
ENSG00000142453,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Chromosome,Nucleoplasm"
ENSG00000134042,['MONDO_0007254'],0,Nucleus
ENSG00000240583,['MONDO_0007254'],1,"Cell membrane,Plasma membrane"
ENSG00000197272,['MONDO_0007254'],0,Secreted
ENSG00000065328,['MONDO_0007254'],0,"Nucleus,Nucleoli,Nucleoplasm"
ENSG00000111670,['MONDO_0007254'],0,"[N-acetylglucosamine-1-phosphotransferase subunit alpha]: Golgi apparatus membrane,[N-acetylglucosamine-1-phosphotransferase subunit beta]: Golgi apparatus membrane,Golgi apparatus"
ENSG00000173039,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Cytosol"
ENSG00000082556,['MONDO_0007254'],1,"Cell membrane,Plasma membrane,Cytosol,Nucleoplasm"
ENSG00000196839,['MONDO_0007254'],1,"Cell membrane,Cell junction,Cytoplasmic vesicle lumen,Lysosome,Plasma membrane,Cytosol"
ENSG00000177030,['MONDO_0007254'],0,"[Isoform 1]: Nucleus,Cytoplasm,[Isoform 2]: Secreted,[Isoform 3]: Secreted,[Isoform 4]: Cytoplasm,Nucleus,Nucleoplasm,Nucleoli fibrillar center"
ENSG00000171552,['MONDO_0007254'],0,"[Isoform Bcl-X(L)]: Mitochondrion inner membrane,Mitochondrion matrix,Cytoplasmic vesicle,Cytoplasm,Nucleus membrane,Mitochondria"
ENSG00000196338,['MONDO_0007254'],0,"Cell membrane,Cell Junctions,Golgi apparatus"
ENSG00000169093,['MONDO_0007254'],0,Cytosol
ENSG00000109061,['MONDO_0007254'],0,"Cytoplasm,Focal adhesion sites"
ENSG00000103460,['MONDO_0007254' 'MONDO_0007254'],0,"Nucleus,Nucleoplasm,Cytosol"
ENSG00000141736,['MONDO_0007254' 'MONDO_0007254'],1,"Cell membrane,Cell projection,[Isoform 1]: Cell membrane,Early endosome,Cytoplasm,Nucleus,[Isoform 2]: Cytoplasm,[Isoform 3]: Cytoplasm,Plasma membrane,Cytosol,Nucleoplasm"
ENSG00000176485,['MONDO_0007254'],0,"Cell membrane,Cytoplasm,Peroxisome membrane,Nucleus envelope,Lysosome membrane,Endoplasmic reticulum membrane,Mitochondria,Cytosol"
ENSG00000065618,['MONDO_0007254'],1,"Cell junction,Membrane,[120 kDa linear IgA disease antigen]: Secreted,[97 kDa linear IgA disease antigen]: Secreted,Plasma membrane,Golgi apparatus,Predicted to be secreted"
ENSG00000118046,['MONDO_0007254' 'MONDO_0007254'],0,"Nucleus,Cytoplasm,Membrane,Mitochondrion,[Isoform 2]: Nucleus,Nucleoplasm,Cytosol"
ENSG00000163625,['MONDO_0007254'],1,"Nucleus membrane,Cytoplasm,Nucleus,Membrane,Perikaryon,Cell projection,Cytosol,Nucleoli,Plasma membrane"
ENSG00000144339,['MONDO_0007254'],0,"[Isoform 1]: Membrane,[Isoform 2]: Membrane,[Isoform 3]: Secreted"
ENSG00000198431,['MONDO_0007254' 'MONDO_0007254'],0,"[Isoform 1]: Cytoplasm,[Isoform 4]: Cytoplasm,[Isoform 5]: Cytoplasm,Nucleoplasm"
ENSG00000131142,['MONDO_0007254'],0,Secreted
ENSG00000140675,['MONDO_0007254' 'MONDO_0007254'],1,Apical cell membrane
ENSG00000160179,['MONDO_0007254'],0,"Endoplasmic reticulum membrane,Golgi apparatus membrane,Cell membrane,Golgi apparatus,Vesicles"
ENSG00000109046,['MONDO_0007254'],0,Mitochondria
ENSG00000114757,['MONDO_0007254'],0,Cytoplasm
ENSG00000118503,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Lysosome,[A20p50]: Cytoplasm,Centrosome,Cytosol"
ENSG00000162267,['MONDO_0007254'],0,Secreted
ENSG00000278540,['MONDO_0007254'],0,"Cytoplasm,Cytosol,Actin filaments,Nucleoli fibrillar center"
ENSG00000169860,['MONDO_0007254'],1,Cell membrane
ENSG00000166681,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Cytosol"
ENSG00000106105,['MONDO_0007254'],0,"Cytoplasm,Cell projection,Secreted,[Isoform 1]: Mitochondrion,[Isoform 2]: Cytoplasm,Cytosol"
ENSG00000134247,['MONDO_0007254'],0,"Endoplasmic reticulum membrane,Golgi apparatus"
ENSG00000165609,['MONDO_0007254'],0,"Nucleus,Vesicles,Centrosome,Nucleoplasm"
ENSG00000162654,['MONDO_0007254'],1,"Golgi apparatus membrane,Nucleus,Cytoplasm,Golgi apparatus,Plasma membrane"
ENSG00000081248,['MONDO_0007254' 'MONDO_0007254'],1,Cell membrane
ENSG00000141012,['MONDO_0007254'],0,"Lysosome,Cytosol"
ENSG00000090020,['MONDO_0007254'],1,"Membrane,Endoplasmic reticulum membrane,Cell membrane,Plasma membrane"
ENSG00000013364,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Cytosol"
ENSG00000100362,['MONDO_0007254'],0,"Nucleoplasm,Cell Junctions,Nucleoli"
ENSG00000163930,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Nucleoplasm,Cytosol"
ENSG00000100603,['MONDO_0007254'],0,"Nucleus,Nucleoplasm,Cytosol"
ENSG00000119125,['MONDO_0007254'],0,Nucleoplasm
ENSG00000011347,['MONDO_0007254'],1,"Cell membrane,Presynaptic cell membrane,Cytoplasmic vesicle,Peroxisome membrane"
ENSG00000140521,['MONDO_0007254'],0,"Mitochondrion,Mitochondrion matrix,Mitochondria"
ENSG00000115355,['MONDO_0007254'],1,"Cell membrane,Cytoplasm,Cytoplasmic vesicle,Cell projection"
ENSG00000005884,['MONDO_0007254'],1,"Cell membrane,Cell projection,Plasma membrane"
ENSG00000018236,['MONDO_0007254'],1,"[Isoform 1]: Cell membrane,[Isoform 2]: Cell membrane"
ENSG00000137806,['MONDO_0007254'],0,"Mitochondrion,Mitochondrion matrix,Cytosol,Mitochondria"
ENSG00000145920,['MONDO_0007254'],0,"Cytoplasm,Presynapse,Perikaryon,Vesicles"
ENSG00000106571,['MONDO_0007254'],0,"Nucleus,Cytoplasm,Cell projection,Nucleoplasm,Nucleoli,Vesicles"
ENSG00000197408,['MONDO_0007254'],0,"Endoplasmic reticulum membrane,Microsome membrane,Nuclear membrane,Cytosol,Nucleoplasm"
ENSG00000167759,['MONDO_0007254'],0,Secreted
ENSG00000075131,['MONDO_0007254'],0,"Cytoplasm,Nucleus"
ENSG00000068305,['MONDO_0007254'],0,"Nucleus,Nucleoplasm,Cytosol"
ENSG00000198691,['MONDO_0007254'],0,"Membrane,Endoplasmic reticulum,Cytoplasmic vesicle,Cell projection,Endoplasmic reticulum"
ENSG00000080815,['MONDO_0007254' 'MONDO_0007254'],0,"Endoplasmic reticulum,Endoplasmic reticulum membrane,Golgi apparatus membrane,Cytoplasmic granule,Cell membrane,Cell projection,Early endosome,Early endosome membrane,Synapse,Golgi apparatus,Cell Junctions,Nucleoplasm"
ENSG00000162298,['MONDO_0007254'],1,"Endoplasmic reticulum membrane,Nucleoplasm,Endoplasmic reticulum,Plasma membrane"
ENSG00000166986,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Cytosol"
ENSG00000010327,['MONDO_0007254'],1,"Membrane,Cytosol,Nucleoplasm,Plasma membrane"
ENSG00000121578,['MONDO_0007254'],0,"Golgi apparatus membrane,Golgi apparatus"
ENSG00000076554,['MONDO_0007254'],0,"Cytosol,Golgi apparatus"
ENSG00000171557,['MONDO_0007254'],0,"Secreted,Endoplasmic reticulum,Predicted to be secreted"
ENSG00000104714,['MONDO_0007254'],0,"Nucleoli fibrillar center,Cytosol,Nucleoplasm"
ENSG00000101076,['MONDO_0007254'],0,"Nucleus,Nucleoplasm"
ENSG00000131778,['MONDO_0007254'],0,"Nucleus,Chromosome,Nucleoplasm"
ENSG00000198074,['MONDO_0007254'],1,"Lysosome,Secreted,Cytosol,Plasma membrane,Predicted to be secreted"
ENSG00000163285,['MONDO_0007254'],1,"Postsynaptic cell membrane,Cell membrane,Plasma membrane"
ENSG00000141316,['MONDO_0007254'],0,"[Isoform 1]: Cytoplasmic vesicle,[Isoform 2]: Secreted"
ENSG00000106927,['MONDO_0007254'],0,"[Alpha-1-microglobulin]: Secreted,Endoplasmic reticulum,Cytoplasm,Cell membrane,Nucleus membrane,Mitochondrion inner membrane,Secreted,[Inter-alpha-trypsin inhibitor light chain]: Secreted,Vesicles,Cytosol,Golgi apparatus,Predicted to be secreted"
ENSG00000171094,['MONDO_0007254' 'MONDO_0007254'],1,"Cell membrane,Plasma membrane"
ENSG00000196361,['MONDO_0007254'],,No location data
ENSG00000012048,['MONDO_0007254' 'MONDO_0007254'],0,"Nucleus,Chromosome,Cytoplasm,[Isoform 3]: Cytoplasm,[Isoform 5]: Cytoplasm,Nuclear bodies,Nucleoplasm"
ENSG00000167548,['MONDO_0007254'],1,"Nucleus,Cytosol,Nucleoplasm,Plasma membrane"
ENSG00000106211,['MONDO_0007254'],1,"Cytoplasm,Nucleus,Cytosol,Plasma membrane"
ENSG00000104969,['MONDO_0007254'],0,"Cytoplasm,Nucleus,Nucleoplasm"
ENSG00000154473,['MONDO_0007254'],0,"Nucleus,Chromosome,Nucleoplasm"
ENSG00000169379,['MONDO_0007254'],0,"Cell projection,Microtubules,Cytosol"
ENSG00000189143,['MONDO_0007254'],1,"Cell junction,Cell membrane,Plasma membrane"
ENSG00000157224,['MONDO_0007254'],1,"Cell junction,Cell membrane"
ENSG00000179950,['MONDO_0007254'],0,"Nucleus,Nucleoplasm"
ENSG00000026652,['MONDO_0007254'],0,"Endoplasmic reticulum membrane,Golgi apparatus,Nucleoli,Vesicles"
ENSG00000116133,['MONDO_0007254'],0,"Endoplasmic reticulum membrane,Golgi apparatus membrane"
ENSG00000095637,['MONDO_0007254'],1,"Cell junction,Cell membrane,Cytoplasm,Nucleus,Focal adhesion sites,Centrosome,Plasma membrane"
ENSG00000168743,['MONDO_0007254'],0,"Secreted,Cell Junctions,Cytosol,Nucleoplasm,Predicted to be secreted"
ENSG00000069535,['MONDO_0007254' 'MONDO_0007254'],0,Mitochondrion outer membrane
ENSG00000091704,['MONDO_0007254'],0,Secreted
ENSG00000148840,['MONDO_0007254'],0,"Nucleus,Nucleoplasm"
ENSG00000120729,['MONDO_0007254'],1,"Cell membrane,Cytoplasm"
ENSG00000018625,['MONDO_0007254' 'MONDO_0007254'],1,"Membrane,Cell membrane"
